sessionId,insuredId,persona,countryCode,city,month,sessionNumber,sessionStart,sessionEnd,startHour,endHour,dayOfWeek,isWeekend,firstAction,lastAction,firstRoute,lastRoute,totalEvents,totalDurationSeconds,avgInterActionSeconds,minInterActionSeconds,maxInterActionSeconds,uniqueActions,uniqueRoutes,uniqueIpsUsed,uniqueDevicesUsed,totalKOs,totalOKs,longestKoStreak,hasLogin,hasLogout,ipChanged,deviceChanged,totalDownloadActions,maxDownloadsIn2Minutes,pingPongCount,riskScoreMax,riskScoreAvg,endedAbruptly,is_anomaly,anomaly_event_count,primary_anomaly_type,anomaly_types,campaignIds,actionSequenceSignature,routeSequenceSignature
4215611-9286-3,83879286,frequent_checker,FR,Marseille,2025-01,3,2025-01-01T08:27:12.000Z,2025-01-01T08:36:07.000Z,8,8,2,0,Connexion SSO,SSO Disconnect,login,logout,3,535,267.5,56,479,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Ouverture d'un document contractuel > SSO Disconnect,login > documents > logout
1015792-9108-7,75559108,frequent_checker,NL,Amsterdam,2025-01,7,2025-01-01T08:28:52.000Z,2025-01-01T08:47:48.000Z,8,8,2,0,Connexion SSO,SSO Disconnect,login,logout,6,1136,227.2,32,500,4,4,1,1,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Changement de Mot de passe > Changement de Mot de passe > Partager un justificatif du PACS > Partager un justificatif du PACS > SSO Disconnect,login > personal_info > personal_info > documents > documents > logout
4990144-0257-1,60630257,new_user,FR,Paris,2025-01,1,2025-01-01T08:29:09.000Z,2025-01-01T08:32:45.000Z,8,8,2,0,Connexion,Déconnexion,login,logout,7,216,36.0,25,48,6,3,1,1,0,7,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Renvoi carte TP papier > Renvoi carte TP papier > Déconnexion,login > login > login > login > tp_card > tp_card > logout
7766595-0282-4,64010282,contact_heavy,FR,Lyon,2025-01,4,2025-01-01T08:32:06.000Z,2025-01-01T08:46:51.000Z,8,8,2,0,Connexion,Déconnexion,login,logout,7,885,147.5,31,373,7,4,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Contactez nous : via message (Mes remboursements) > envoi d'une demande de résiliation > Déconnexion,login > login > login > login > contact_general > resiliation > logout
3085498-0357-3,95930357,frequent_checker,FR,Marseille,2025-01,3,2025-01-01T08:35:26.000Z,2025-01-01T08:38:07.000Z,8,8,2,0,Connexion,Déconnexion,login,logout,4,161,53.67,32,85,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Téléchargement de la carte de tiers payant > Déconnexion,login > login > tp_card > logout
7957720-4578-3,68904578,admin_delegated,NL,Utrecht,2025-01,3,2025-01-01T08:46:20.000Z,2025-01-01T09:22:09.000Z,8,9,2,0,Connexion en tant que,SSO Disconnect,login,logout,7,2149,358.17,15,608,7,5,1,1,0,7,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Partager un justificatif du PACS > Ouverture d'un document contractuel > Changer les coordonnées bancaire > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > SSO Disconnect,login > documents > documents > banking > banking > beneficiaries > logout
7563171-9697-7,52669697,frequent_checker,FR,Lille,2025-01,7,2025-01-01T08:47:11.000Z,2025-01-01T08:55:58.000Z,8,8,2,0,Connexion,Déconnexion,login,logout,7,527,87.83,28,148,4,3,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Exporter remboursement > Exporter remboursement > Exporter remboursement > Exporter remboursement > Déconnexion,login > login > refunds > refunds > refunds > refunds > logout
4559188-7304-2,31547304,frequent_checker,FR,Paris,2025-01,2,2025-01-01T08:52:35.000Z,2025-01-01T08:53:18.000Z,8,8,2,0,Connexion,Déconnexion,login,logout,2,43,43.0,43,43,2,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Déconnexion,login > logout
1424855-9506-4,20109506,frequent_checker,LU,Luxembourg,2025-01,4,2025-01-01T08:53:23.000Z,2025-01-01T08:57:18.000Z,8,8,2,0,Connexion SSO,SSO Disconnect,login,logout,4,235,78.33,25,138,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Télécharger un décompte > Exporter remboursement > SSO Disconnect,login > refunds > refunds > logout
9644534-2798-2,37632798,self_service,FR,Lille,2025-01,2,2025-01-01T08:58:32.000Z,2025-01-01T09:23:33.000Z,8,9,2,0,Connexion,Déconnexion,login,logout,8,1501,214.43,52,405,6,4,1,1,0,8,0,1,1,0,0,4,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Envoi d'un document > Envoi d'un document > Ouverture d'un document contractuel > Ouverture d'un document contractuel > Changer ses informations personnel > Changement de Mot de passe > Déconnexion,login > documents > documents > documents > documents > personal_info > personal_info > logout
6068754-1072-5,39331072,frequent_checker,IT,Rome,2025-01,5,2025-01-01T08:58:42.000Z,2025-01-01T09:03:24.000Z,8,9,2,0,Connexion,Déconnexion,login,logout,5,282,70.5,17,171,5,3,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Télécharger un décompte > Exporter remboursement > Déconnexion,login > login > refunds > refunds > logout
7075862-8669-6,11358669,self_service,FR,Lille,2025-01,6,2025-01-01T09:54:43.000Z,2025-01-01T10:03:03.000Z,9,10,2,0,Connexion,Déconnexion,login,logout,3,500,250.0,10,490,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changement de Mot de passe > Déconnexion,login > personal_info > logout
225299-4484-1,95874484,admin_delegated,FR,Lyon,2025-01,1,2025-01-01T10:01:52.000Z,2025-01-01T10:21:00.000Z,10,10,2,0,Connexion SSO,SSO Disconnect,login,logout,4,1148,382.67,39,810,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion SSO > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Signature électronique d'un mandat sepa > SSO Disconnect",login > banking > banking > logout
7305548-5947-1,10045947,self_service,FR,Paris,2025-01,1,2025-01-01T10:19:04.000Z,2025-01-01T10:36:38.000Z,10,10,2,0,Connexion,Déconnexion,login,logout,6,1054,210.8,21,592,6,4,1,1,0,6,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Changer ses informations personnel > Changement de Mot de passe > Télécharger un décompte > Déconnexion,login > refunds > personal_info > personal_info > refunds > logout
4075858-9230-5,97899230,admin_delegated,FR,Lille,2025-01,5,2025-01-01T10:24:57.000Z,2025-01-01T10:32:37.000Z,10,10,2,0,Connexion,Télécharger le certificat d'adhésion,login,refunds,6,460,92.0,28,246,6,6,1,1,2,4,2,1,1,0,0,3,2,0,10,3.33,0,1,6,impossible_seq,"[""impossible_seq""]",[],Connexion > Renvoi carte TP papier > Changement de Mot de passe > Déconnexion > Envoi d'un document > Télécharger le certificat d'adhésion,login > preferences > personal_info > logout > documents > refunds
7008498-7622-8,10437622,contact_heavy,IT,Bologna,2025-01,8,2025-01-01T10:44:36.000Z,2025-01-01T10:54:39.000Z,10,10,2,0,Connexion,Déconnexion,login,logout,6,603,120.6,26,231,4,3,1,1,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > envoi d'une demande de résiliation > envoi d'une demande de résiliation > envoi d'une demande de résiliation > Déconnexion,login > login > resiliation > resiliation > resiliation > logout
4905767-8135-1,24968135,self_service,FR,Lille,2025-01,1,2025-01-01T11:05:31.000Z,2025-01-01T11:24:48.000Z,11,11,2,0,Connexion,Déconnexion,login,logout,8,1157,165.29,25,453,7,4,1,1,0,8,0,1,1,0,0,4,2,1,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Télécharger le certificat d'adhésion > Exporter remboursement > Envoi d'un document > Ouverture d'un document contractuel > Envoi d'un document > Déconnexion,login > login > refunds > refunds > documents > documents > documents > logout
1188720-6510-5,24846510,frequent_checker,FR,Lyon,2025-01,5,2025-01-01T11:50:09.000Z,2025-01-01T11:58:51.000Z,11,11,2,0,Connexion SSO,SSO Disconnect,login,logout,3,522,261.0,12,510,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Changer ses informations personnel > SSO Disconnect,login > personal_info > logout
2736640-2311-8,78272311,self_service,FR,Lille,2025-01,8,2025-01-01T11:53:02.000Z,2025-01-01T12:11:22.000Z,11,12,2,0,Connexion,Déconnexion,login,logout,5,1100,275.0,16,620,5,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion > Validation MFA > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Changer les coordonnées bancaire > Déconnexion",login > login > banking > banking > logout
3305902-6208-7,34756208,self_service,BE,Liège,2025-01,7,2025-01-01T11:59:28.000Z,2025-01-02T03:32:56.000Z,11,3,2,0,Connexion en tant que,Télécharger un décompte,login,refunds,5,56008,14002.0,49,19852,2,2,1,1,1,4,1,1,0,0,0,4,1,0,25,15.0,1,1,5,zombie_session,"[""zombie_session""]",[],Connexion en tant que > Télécharger un décompte > Télécharger un décompte > Télécharger un décompte > Télécharger un décompte,login > refunds > refunds > refunds > refunds
1235288-8723-2,70908723,self_service,FR,Paris,2025-01,2,2025-01-01T12:02:53.000Z,2025-01-01T12:27:18.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,5,1465,366.25,50,518,4,4,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Changer ses informations personnel > Envoi d'un document > Déconnexion,login > personal_info > personal_info > documents > logout
2119078-2332-4,27322332,frequent_checker,FR,Nantes,2025-01,4,2025-01-01T12:02:58.000Z,2025-01-01T12:05:36.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,4,158,52.67,32,73,4,4,1,1,0,4,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Téléchargement de la carte de tiers payant > Envoi d'un document > Déconnexion,login > tp_card > documents > logout
4115815-9715-3,59829715,self_service,FR,Nantes,2025-01,3,2025-01-01T12:16:41.000Z,2025-01-01T12:28:22.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,5,701,175.25,56,397,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Exporter remboursement > Signature électronique d'un mandat sepa > Déconnexion,login > refunds > refunds > banking > logout
6940888-3938-1,12183938,frequent_checker,FR,Bordeaux,2025-01,1,2025-01-01T12:21:15.000Z,2025-01-01T12:21:31.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,5,16,4.0,2,7,5,4,1,1,1,4,1,1,1,0,0,0,0,0,25,14.0,0,1,5,rapid_fire,"[""rapid_fire""]",[],Connexion > Contactez nous : via message (Mes remboursements) > envoi d'une demande de résiliation > Contactez nous : via message (Mes cotisations) > Déconnexion,login > contact_general > resiliation > contact_general > logout
7828190-7464-5,37787464,frequent_checker,FR,Nantes,2025-01,5,2025-01-01T12:23:31.000Z,2025-01-01T12:25:37.000Z,12,12,2,0,Connexion SSO,SSO Disconnect,login,logout,3,126,63.0,27,99,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Exporter remboursement > SSO Disconnect,login > refunds > logout
9640994-3826-2,10153826,admin_delegated,FR,Lyon,2025-01,2,2025-01-01T12:25:32.000Z,2025-01-01T12:28:47.000Z,12,12,2,0,Connexion en tant que,SSO Disconnect,login,logout,3,195,97.5,48,147,3,3,1,1,1,2,1,1,1,0,0,1,1,0,10,3.33,0,0,0,normal,[],[],Connexion en tant que > Renvoi carte TP papier > SSO Disconnect,login > preferences > logout
2200905-3329-6,70183329,self_service,DE,Munich,2025-01,6,2025-01-01T12:29:46.000Z,2025-01-01T12:52:48.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,6,1382,276.4,12,550,5,3,1,1,1,5,1,1,1,0,0,0,0,0,10,1.67,0,0,0,normal,[],[],Connexion > Validation MFA > Changer ses informations personnel > Changer ses informations personnel > Changement de Mot de passe > Déconnexion,login > login > personal_info > personal_info > personal_info > logout
8828164-6250-6,87156250,frequent_checker,NL,Amsterdam,2025-01,6,2025-01-01T12:30:51.000Z,2025-01-01T12:34:06.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,4,195,65.0,17,157,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Exporter remboursement > Déconnexion,login > login > refunds > logout
1717880-0788-7,22270788,admin_delegated,ES,Seville,2025-01,7,2025-01-01T12:50:07.000Z,2025-01-01T13:29:10.000Z,12,13,2,0,Connexion en tant que,SSO Disconnect,login,logout,6,2343,468.6,11,784,5,3,1,1,1,5,1,1,1,0,0,0,0,0,10,1.67,0,0,0,normal,[],[],"Connexion en tant que > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Changer les coordonnées bancaire > Changer les coordonnées bancaire > Changer les coordonnées bancaire, changement de RIB pour les cotisations > SSO Disconnect",login > banking > banking > banking > banking > logout
9292167-7890-2,51497890,self_service,FR,Lyon,2025-01,2,2025-01-01T14:33:36.000Z,2025-01-01T14:40:39.000Z,14,14,2,0,Connexion,Déconnexion,login,logout,7,423,70.5,19,178,6,3,1,1,0,7,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Télécharger un décompte > Télécharger un décompte > Déconnexion,login > login > login > login > refunds > refunds > logout
9054769-1072-4,39331072,frequent_checker,IT,Rome,2025-01,4,2025-01-01T14:39:34.000Z,2025-01-01T14:53:44.000Z,14,14,2,0,Connexion SSO,SSO Disconnect,login,logout,5,850,212.5,46,446,5,4,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Exporter remboursement > Envoi d'un document > Partager un justificatif du PACS > SSO Disconnect,login > refunds > documents > documents > logout
7657379-9065-5,27499065,new_user,IT,Bologna,2025-01,5,2025-01-01T14:40:14.000Z,2025-01-01T14:41:59.000Z,14,14,2,0,Connexion,Déconnexion,login,logout,3,105,52.5,21,84,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Téléchargement carte TP > Déconnexion,login > tp_card > logout
3581228-9380-7,18449380,contact_heavy,FR,Toulouse,2025-01,7,2025-01-01T14:49:31.000Z,2025-01-01T14:58:06.000Z,14,14,2,0,Connexion,Déconnexion,login,logout,4,515,171.67,17,439,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Contactez nous : via message (Ma carte tiers-payant) > Déconnexion,login > login > contact_general > logout
627867-9506-1,20109506,frequent_checker,LU,Luxembourg,2025-01,1,2025-01-01T15:10:31.000Z,2025-01-01T15:12:22.000Z,15,15,2,0,Connexion SSO,SSO Disconnect,login,logout,3,111,55.5,21,90,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Exporter remboursement > SSO Disconnect,login > refunds > logout
2463907-1072-2,39331072,frequent_checker,IT,Rome,2025-01,2,2025-01-01T15:15:02.000Z,2025-01-01T15:21:49.000Z,15,15,2,0,Connexion SSO,SSO Disconnect,login,logout,4,407,135.67,32,231,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Partager un justificatif du PACS > Ouverture d'un document contractuel > SSO Disconnect,login > documents > documents > logout
4211402-0864-5,70500864,frequent_checker,FR,Nantes,2025-01,5,2025-01-01T15:15:17.000Z,2025-01-01T15:16:30.000Z,15,15,2,0,Connexion,Déconnexion,login,logout,3,73,36.5,30,43,3,2,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Déconnexion,login > login > logout
7831053-4575-6,91674575,self_service,FR,Nantes,2025-01,6,2025-01-01T15:20:31.000Z,2025-01-01T15:32:39.000Z,15,15,2,0,Connexion,Déconnexion,login,logout,5,728,182.0,18,498,4,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changement de Mot de passe > Changement de Mot de passe > Déconnexion,login > login > personal_info > personal_info > logout
6520266-6871-5,39376871,self_service,FR,Paris,2025-01,5,2025-01-01T15:21:29.000Z,2025-01-01T15:35:18.000Z,15,15,2,0,Connexion,Déconnexion,login,logout,5,829,207.25,10,403,4,3,1,1,0,5,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Ouverture d'un document contractuel > Ouverture d'un document contractuel > Déconnexion,login > login > documents > documents > logout
7720190-6102-3,58536102,admin_delegated,FR,Bordeaux,2025-01,3,2025-01-01T15:24:35.000Z,2025-01-01T15:38:44.000Z,15,15,2,0,Connexion SSO,SSO Disconnect,login,logout,4,849,283.0,34,695,4,4,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire > SSO Disconnect,login > beneficiaries > banking > logout
5030198-2826-1,22222826,admin_delegated,FR,Lyon,2025-01,1,2025-01-01T15:30:00.000Z,2025-01-01T15:44:04.000Z,15,15,2,0,Connexion SSO,SSO Disconnect,login,logout,4,844,281.33,52,553,3,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > SSO Disconnect,login > beneficiaries > beneficiaries > logout
6779756-4717-7,86054717,frequent_checker,FR,Paris,2025-01,7,2025-01-01T17:21:14.000Z,2025-01-01T17:22:47.000Z,17,17,2,0,Connexion SSO,SSO Disconnect,login,logout,3,93,46.5,43,50,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Téléchargement de la carte de tiers payant > SSO Disconnect,login > tp_card > logout
4532133-6518-2,89116518,frequent_checker,FR,Bordeaux,2025-01,2,2025-01-01T17:29:41.000Z,2025-01-01T17:32:19.000Z,17,17,2,0,Connexion en tant que,SSO Disconnect,login,logout,3,158,79.0,57,101,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Exporter remboursement > SSO Disconnect,login > refunds > logout
4262882-2903-5,19152903,contact_heavy,FR,Marseille,2025-01,5,2025-01-01T17:30:50.000Z,2025-01-01T17:36:18.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,4,328,109.33,43,228,4,4,1,1,1,3,1,1,1,0,0,0,0,0,10,2.5,0,0,0,normal,[],[],Connexion > envoi d'une demande de résiliation > Exporter remboursement > Déconnexion,login > resiliation > refunds > logout
7125364-2311-5,78272311,self_service,FR,Lille,2025-01,5,2025-01-01T17:33:11.000Z,2025-01-01T17:43:05.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,5,594,148.5,23,406,5,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changement de Mot de passe > Partager un justificatif du PACS > Déconnexion,login > login > personal_info > documents > logout
8148911-7366-1,18527366,new_user,FR,Lille,2025-01,1,2025-01-01T17:53:05.000Z,2025-01-01T17:59:46.000Z,17,17,2,0,Connexion SSO,SSO Disconnect,login,logout,4,401,133.67,32,257,4,4,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Envoi carte TP par mail > Changement de Mot de passe > SSO Disconnect,login > tp_card > personal_info > logout
1740591-7738-6,58497738,frequent_checker,FR,Lille,2025-01,6,2025-01-01T17:55:35.000Z,2025-01-01T17:58:31.000Z,17,17,2,0,Connexion SSO,SSO Disconnect,login,logout,3,176,88.0,60,116,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Renvoi carte TP papier > SSO Disconnect,login > tp_card > logout
1943198-1632-5,97381632,frequent_checker,FR,Lille,2025-01,5,2025-01-01T17:56:55.000Z,2025-01-01T18:01:53.000Z,17,18,2,0,Connexion SSO,SSO Disconnect,login,logout,4,298,99.33,33,146,4,3,1,1,1,3,1,1,1,0,0,2,1,0,10,2.5,0,0,0,normal,[],[],Connexion SSO > Ouverture d'un document contractuel > Envoi d'un document > SSO Disconnect,login > documents > documents > logout
5420224-1274-1,12801274,contact_heavy,BE,Liège,2025-01,1,2025-01-01T17:59:31.000Z,2025-01-01T18:19:55.000Z,17,18,2,0,Connexion SSO,SSO Disconnect,login,logout,5,1224,306.0,45,717,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Partager un justificatif du PACS > envoi d'une demande de résiliation > envoi d'une demande de résiliation > SSO Disconnect,login > documents > resiliation > resiliation > logout
6803182-7034-8,68217034,contact_heavy,FR,Paris,2025-01,8,2025-01-01T18:09:28.000Z,2025-01-01T18:18:37.000Z,18,18,2,0,Connexion,Déconnexion,login,logout,4,549,183.0,43,455,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > envoi d'une demande de résiliation > Déconnexion,login > login > resiliation > logout
7690794-8718-8,32908718,new_user,FR,Lille,2025-01,8,2025-01-01T18:11:53.000Z,2025-01-01T18:25:30.000Z,18,18,2,0,Connexion,Déconnexion,login,logout,5,817,204.25,60,394,4,4,1,1,0,5,0,1,1,0,0,3,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Téléchargement de la carte de tiers payant > Ouverture d'un document contractuel > Ouverture d'un document contractuel > Déconnexion,login > tp_card > documents > documents > logout
