id,insuredId,status,sessionId,action,httpCode,ip,userAgent,requestData,requestReturn,createdAt,type,environmentId,device,companyIdList,companyGroupIdList,insurerIdList,companySectionIdList,insurerCodeIdList,healthcareNetworkIdList,domainIdList,subType,countryCode,city,month,sessionNumber,sequenceInSession,sessionLength,is_anomaly,anomaly_type
452cbb63-717a-40c7-b60a-a03e35ec7d83,51746937,KO,2390229,Changer ses informations personnel,500,80.58.55.150,mobileapp/4.2.4 (ios; build=805; locale=fr-FR),"{""insuredId"": ""51746937"", ""action"": ""Changer ses informations personnel""}","{""status"": ""error"", ""code"": ""BUSINESS_RULE_REJECTED""}",2025-11-25T17:57:54.000Z,OPEN_ACTIONS,10,MOBILE_IOS,[27011],[12002],[3],[110029],[303],[2],[12],update_personal_information,ES,Barcelona,2025-11,3,2,4,1,geo_jump
cfdbecad-20dd-4568-b580-c7fe092877b3,51746937,OK,2390229,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),200,197.139.212.215,mobileapp/4.2.4 (ios; build=805; locale=fr-FR),"{""subject"": ""Contactez nous : via message (Ma t\u00e9l\u00e9transmission - rattachement automatique avec votre R\u00e9gime Obligatoire)"", ""message"": ""Question sur remboursement"", ""priority"": ""low""}","{""status"": ""success"", ""reference"": ""REF-433632""}",2025-11-25T17:58:42.000Z,CONTACT_ACTIONS,10,MOBILE_IOS,[27011],[12002],[3],[110029],[303],[2],[12],,ES,Barcelona,2025-11,3,3,4,1,geo_jump
d0454246-f417-4258-b6c9-5f29506c6aea,51746937,OK,2390229,SSO Disconnect,200,197.139.212.215,mobileapp/4.2.4 (ios; build=805; locale=fr-FR),"{""login"": ""51746937"", ""channel"": ""mobile"", ""country"": ""ES""}",,2025-11-25T17:59:24.000Z,LOGGING_ACTIONS,10,MOBILE_IOS,[27011],[12002],[3],[110029],[],[2],[],,ES,Barcelona,2025-11,3,4,4,1,geo_jump
087df18b-37ea-4d33-8c8e-1295e7d394c7,50056581,OK,702286,Connexion,200,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""50056581"", ""channel"": ""web"", ""country"": ""CH""}","{""status"": ""success"", ""reference"": ""REF-401338""}",2025-11-13T17:39:04.000Z,LOGGING_ACTIONS,11,WEB,[27013],[12001],[3],[],[302],[3],[11],logging_login,CH,Geneva,2025-11,4,1,6,1,repeated_fail
892e1d6f-1356-4a35-b0a5-f4dea81b7590,50056581,KO,702286,Changer les coordonnées bancaire,409,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""iban_last4"": ""1474"", ""bic"": ""AGRIFRPP"", ""country"": ""CH""}","{""status"": ""error"", ""code"": ""SERVER_ERROR""}",2025-11-13T17:39:34.000Z,BANKING_ACTIONS,11,WEB,[27013],[12001],[3],[110029],[302],[3],[11],,CH,Geneva,2025-11,4,2,6,1,repeated_fail
6b3a9ad3-e1f2-4ceb-be7f-35a36e8158dc,50056581,KO,702286,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",403,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""iban_last4"": ""3868"", ""bic"": ""AGRIFRPP"", ""country"": ""CH""}","{""status"": ""error"", ""code"": ""BUSINESS_RULE_REJECTED""}",2025-11-13T17:40:24.000Z,BANKING_ACTIONS,11,WEB,[27013],[12001],[3],[110029],[302],[3],[11],update_bank_details_beneficiary,CH,Geneva,2025-11,4,3,6,1,repeated_fail
af62faef-05a8-466a-a98d-2875e776cf03,50056581,KO,702286,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",400,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""iban_last4"": ""8622"", ""bic"": ""BNPAFRPP"", ""country"": ""CH""}","{""status"": ""error"", ""code"": ""VALIDATION_ERROR""}",2025-11-13T17:41:19.000Z,BANKING_ACTIONS,11,WEB,[],[12001],[3],[110029],[302],[3],[11],update_bank_details_refunds,CH,Geneva,2025-11,4,4,6,1,repeated_fail
25fe2bbc-a8d5-460c-9697-ccfb702c3197,50056581,KO,702286,Changer les coordonnées bancaire,409,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""iban_last4"": ""4263"", ""bic"": ""BNPAFRPP"", ""country"": ""CH""}","{""status"": ""error"", ""code"": ""BUSINESS_RULE_REJECTED""}",2025-11-13T17:42:17.000Z,BANKING_ACTIONS,11,WEB,[27013],[12001],[3],[110029],[302],[],[11],,CH,Geneva,2025-11,4,5,6,1,repeated_fail
70433a06-ba9e-4d3b-8313-d45c29f47fd6,50056581,OK,702286,Déconnexion,200,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""50056581"", ""channel"": ""web"", ""country"": ""CH""}","{""status"": ""success"", ""reference"": ""REF-819112""}",2025-11-13T17:42:58.000Z,LOGGING_ACTIONS,11,WEB,[27013],[12001],[3],[110029],[302],[3],[11],logging_logout,CH,Geneva,2025-11,4,6,6,1,repeated_fail
24af5d8a-2d62-41a7-8bab-6556b4ba02a3,24665841,KO,1612187,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",422,37.60.127.51,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""iban_last4"": ""3877"", ""bic"": ""AGRIFRPP"", ""country"": ""BE""}","{""status"": ""error"", ""code"": ""VALIDATION_ERROR""}",2025-11-19T12:14:39.000Z,BANKING_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[1],[110028],[303],[1],[11],update_bank_details_beneficiary,BE,Brussels,2025-11,5,1,4,1,skip_login
299aeda0-8bb5-4450-ad24-28d90b7a5a3a,24665841,OK,1612187,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",201,37.60.127.51,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""iban_last4"": ""6549"", ""bic"": ""AGRIFRPP"", ""country"": ""BE""}","{""status"": ""success"", ""reference"": ""REF-591081""}",2025-11-19T12:15:26.000Z,BANKING_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[1],[110028],[303],[1],[11],update_bank_details_refunds,BE,Brussels,2025-11,5,2,4,1,skip_login
2c54418f-4024-4ef3-8288-127700d8bbcb,24665841,OK,1612187,Changer les coordonnées bancaire,201,37.60.127.51,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""iban_last4"": ""1228"", ""bic"": ""BNPAFRPP"", ""country"": ""BE""}","{""status"": ""success"", ""reference"": ""REF-662636""}",2025-11-19T12:15:59.000Z,BANKING_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[1],[110028],[303],[1],[11],,BE,Brussels,2025-11,5,3,4,1,skip_login
93de2768-3d4f-47ab-9a47-474fae491bba,24665841,OK,1612187,Déconnexion,204,37.60.127.51,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""login"": ""24665841"", ""channel"": ""mobile"", ""country"": ""BE""}","{""status"": ""success"", ""reference"": ""REF-332120""}",2025-11-19T12:16:55.000Z,LOGGING_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[1],[110028],[303],[],[],logging_logout,BE,Brussels,2025-11,5,4,4,1,skip_login
8a90eb2d-f096-452e-99ff-b841b949fbc3,91030736,OK,8309880,Connexion,204,2.135.22.188,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/122.0.0.0 Safari/537.36,"{""login"": ""91030736"", ""channel"": ""web"", ""country"": ""FR""}",,2025-11-10T17:32:15.000Z,LOGGING_ACTIONS,11,WEB,[27021],[12003],[2],[110027],[],[3],[11],logging_login,FR,Lille,2025-11,6,1,6,1,impossible_seq
dde10532-de1f-44e8-98e2-d9d4ff6e511a,91030736,OK,8309880,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",201,2.135.22.188,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/122.0.0.0 Safari/537.36,"{""iban_last4"": ""1992"", ""bic"": ""BNPAFRPP"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-389282""}",2025-11-10T17:33:12.000Z,BANKING_ACTIONS,11,WEB,[27021],[12003],[2],[110027],[302],[3],[11],,FR,Lille,2025-11,6,2,6,1,impossible_seq
fae6566f-24f7-423e-94b2-d4db4a8baf7b,91030736,KO,8309880,Ajout de la carte tiers payant dans le wallet,409,2.135.22.188,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/122.0.0.0 Safari/537.36,"{""insuredId"": ""91030736"", ""action"": ""Ajout de la carte tiers payant dans le wallet""}","{""status"": ""error"", ""code"": ""VALIDATION_ERROR""}",2025-11-10T17:34:08.000Z,INSURED_ACTIONS,11,WEB,[27021],[12003],[2],[110027],[302],[3],[11],add_third_party_card_to_wallet_ios,FR,Lille,2025-11,6,3,6,1,impossible_seq
2e42181a-6774-4d83-b72a-ddf50f159356,91030736,KO,8309880,Déconnexion,401,2.135.22.188,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/122.0.0.0 Safari/537.36,"{""login"": ""91030736"", ""channel"": ""web"", ""country"": ""FR""}","{""status"": ""error"", ""code"": ""AUTH_FAILED""}",2025-11-10T17:34:27.000Z,LOGGING_ACTIONS,11,WEB,[27021],[12003],[2],[110027],[302],[],[11],logging_logout,FR,Lille,2025-11,6,4,6,1,impossible_seq
956255af-a3e9-4290-be67-0793f2b41465,91030736,KO,8309880,Changer les coordonnées bancaire,409,2.135.22.188,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/122.0.0.0 Safari/537.36,"{""iban_last4"": ""4898"", ""bic"": ""SOGEFRPP"", ""country"": ""FR""}","{""status"": ""error"", ""code"": ""SERVER_ERROR""}",2025-11-10T17:35:03.000Z,BANKING_ACTIONS,11,WEB,[],[12003],[2],[110027],[302],[],[11],,FR,Lille,2025-11,6,5,6,1,impossible_seq
f246ca24-87ef-4eb9-a9f4-01a4ed11a2c7,91030736,OK,8309880,Signature électronique d'un mandat sepa,200,2.135.22.188,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/122.0.0.0 Safari/537.36,"{""insuredId"": ""91030736"", ""action"": ""Signature \u00e9lectronique d'un mandat sepa""}",,2025-11-10T17:35:54.000Z,INSURED_ACTIONS,11,WEB,[27021],[12003],[2],[110027],[302],[3],[11],sign_sepa_mandate,FR,Lille,2025-11,6,6,6,1,impossible_seq
a28304a4-fd92-47e1-a68d-9f63a1da80b3,89089901,OK,7712081,Connexion,200,90.142.3.196,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""login"": ""89089901"", ""channel"": ""mobile"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-782535""}",2025-11-14T12:03:31.000Z,LOGGING_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[2],[110028],[303],[1],[10],logging_login,FR,Nantes,2025-11,7,1,5,0,
28e1dac7-6285-4214-8f25-b2908dcded99,89089901,OK,7712081,Exporter remboursement,204,90.142.3.196,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""insuredId"": ""89089901"", ""action"": ""Exporter remboursement""}",,2025-11-14T12:04:26.000Z,INSURED_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[2],[110028],[],[1],[],export_refund,FR,Nantes,2025-11,7,2,5,0,
8ee11118-2f14-4058-818c-297a5bd27879,89089901,OK,7712081,Télécharger un décompte,204,90.190.66.144,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""insuredId"": ""89089901"", ""action"": ""T\u00e9l\u00e9charger un d\u00e9compte""}","{""status"": ""success"", ""reference"": ""REF-530764"", ""claimId"": ""CLM-6932391""}",2025-11-14T12:06:19.000Z,INSURED_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[2],[110028],[],[1],[10],download_refund_statement,FR,Nantes,2025-11,7,3,5,0,
00cf0256-87c9-466d-91db-0e719def31a8,89089901,OK,7712081,Télécharger un décompte,200,90.190.66.144,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""insuredId"": ""89089901"", ""action"": ""T\u00e9l\u00e9charger un d\u00e9compte""}","{""status"": ""success"", ""reference"": ""REF-335137"", ""claimId"": ""CLM-2815603""}",2025-11-14T12:08:26.000Z,INSURED_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[2],[110028],[303],[1],[10],download_refund_statement,FR,Nantes,2025-11,7,4,5,0,
23d4c537-ca22-439c-86e3-796a687e14b2,89089901,OK,7712081,Déconnexion,200,90.190.66.144,mobileapp/4.2.1 (android; sdk=34; locale=fr-FR),"{""login"": ""89089901"", ""channel"": ""mobile"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-789786""}",2025-11-14T12:11:11.000Z,LOGGING_ACTIONS,11,MOBILE_ANDROID,[27012],[12003],[2],[110028],[303],[1],[],logging_logout,FR,Nantes,2025-11,7,5,5,0,
64a566d5-9119-4da2-970f-32e1a4d4369c,50056581,OK,1525342,Connexion SSO,200,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""50056581"", ""channel"": ""web"", ""country"": ""CH""}",,2025-11-12T07:53:05.000Z,LOGGING_ACTIONS,11,WEB,[27013],[12001],[3],[110029],[302],[3],[11],logging_login_sso,CH,Geneva,2025-11,8,1,4,0,
e8639bf2-e3a1-4802-b00f-c7936fc8db0c,50056581,OK,1525342,demander un renvoi par mail d'échéancier,200,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""subject"": ""demander un renvoi par mail d'\u00e9ch\u00e9ancier"", ""message"": ""Question sur remboursement"", ""priority"": ""normal""}","{""status"": ""success"", ""reference"": ""REF-216276""}",2025-11-12T07:54:01.000Z,CONTACT_ACTIONS,11,WEB,[27013],[12001],[3],[110029],[],[3],[11],,CH,Geneva,2025-11,8,2,4,0,
5c1ce569-6e75-4774-9cc3-060d3c507578,50056581,KO,1525342,Envoi d'une réclamation,409,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""subject"": ""Envoi d'une r\u00e9clamation"", ""message"": ""Besoin d'information"", ""priority"": ""low""}","{""status"": ""error"", ""code"": ""SERVER_ERROR""}",2025-11-12T07:58:17.000Z,CONTACT_ACTIONS,11,WEB,[27013],[],[3],[110029],[302],[3],[11],,CH,Geneva,2025-11,8,3,4,0,
494a1711-a9c4-456b-a0b1-0b5987121878,50056581,OK,1525342,SSO Disconnect,204,85.0.101.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/123.0.0.0 Safari/537.36,"{""login"": ""50056581"", ""channel"": ""web"", ""country"": ""CH""}",,2025-11-12T08:04:37.000Z,LOGGING_ACTIONS,11,WEB,[27013],[],[],[110029],[302],[3],[11],,CH,Geneva,2025-11,8,4,4,0,
bb1e7064-3cc4-4bd7-8b7b-ea372df7dee5,57623800,OK,5961544,Connexion en tant que,200,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""login"": ""57623800"", ""channel"": ""web"", ""country"": ""FR""}",,2025-11-10T12:31:10.000Z,LOGGING_ACTIONS,10,WEB,[27013],[12003],[2],[110029],[304],[1],[12],logging_login_as_insured,FR,Toulouse,2025-11,9,1,8,0,
410184ca-fd0c-4bc2-a1cd-5652f9cbaca9,57623800,OK,5961544,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",202,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""iban_last4"": ""8354"", ""bic"": ""SOGEFRPP"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-691912""}",2025-11-10T12:32:09.000Z,BANKING_ACTIONS,10,WEB,[27013],[12003],[2],[110029],[304],[1],[12],,FR,Toulouse,2025-11,9,2,8,0,
e1e23002-963a-4485-b14c-b4fcf2912edb,57623800,OK,5961544,Changer les coordonnées bancaire,201,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""iban_last4"": ""1920"", ""bic"": ""BNPAFRPP"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-631981""}",2025-11-10T12:37:01.000Z,BANKING_ACTIONS,10,WEB,[],[12003],[],[110029],[304],[1],[12],,FR,Toulouse,2025-11,9,3,8,0,
8f959812-719c-44d2-ad5d-41b24979b67a,57623800,OK,5961544,Signature électronique d'un mandat sepa,204,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""insuredId"": ""57623800"", ""action"": ""Signature \u00e9lectronique d'un mandat sepa""}",,2025-11-10T12:40:19.000Z,INSURED_ACTIONS,10,WEB,[27013],[12003],[2],[110029],[304],[1],[12],sign_sepa_mandate,FR,Toulouse,2025-11,9,4,8,0,
0604f301-cae0-462a-9308-d445c1e0d053,57623800,OK,5961544,Signature électronique d'un mandat sepa,200,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""insuredId"": ""57623800"", ""action"": ""Signature \u00e9lectronique d'un mandat sepa""}","{""status"": ""success"", ""reference"": ""REF-572407""}",2025-11-10T12:51:01.000Z,INSURED_ACTIONS,10,WEB,[27013],[12003],[2],[110029],[304],[1],[12],sign_sepa_mandate,FR,Toulouse,2025-11,9,5,8,0,
6bf43d52-422f-47ce-b92c-80af4fdb4a16,57623800,OK,5961544,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",201,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""iban_last4"": ""9586"", ""bic"": ""SOGEFRPP"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-739427""}",2025-11-10T12:54:57.000Z,BANKING_ACTIONS,10,WEB,[27013],[12003],[2],[110029],[304],[1],[12],,FR,Toulouse,2025-11,9,6,8,0,
7662215f-f6c9-4397-8f12-afbb0b27cad7,57623800,OK,5961544,Changer les coordonnées bancaire,200,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""iban_last4"": ""6401"", ""bic"": ""AGRIFRPP"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-685066""}",2025-11-10T13:06:00.000Z,BANKING_ACTIONS,10,WEB,[27013],[12003],[2],[110029],[304],[1],[12],,FR,Toulouse,2025-11,9,7,8,0,
0818b93f-407e-4523-b8a6-e64224cc58d6,57623800,OK,5961544,SSO Disconnect,200,81.64.132.89,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 Version/17.4 Safari/605.1.15,"{""login"": ""57623800"", ""channel"": ""web"", ""country"": ""FR""}","{""status"": ""success"", ""reference"": ""REF-425301""}",2025-11-10T13:16:42.000Z,LOGGING_ACTIONS,10,WEB,[27013],[12003],[2],[110029],[304],[1],[12],,FR,Toulouse,2025-11,9,8,8,0,
9edbd5d3-0609-4756-9957-f4fe0d20c8ed,97775215,OK,5749968,Connexion en tant que,204,90.4.153.240,mobileapp/4.3.0 (ios; build=812; locale=fr-FR),"{""login"": ""97775215"", ""channel"": ""mobile"", ""country"": ""FR""}",,2025-11-20T10:57:05.000Z,LOGGING_ACTIONS,10,MOBILE_IOS,[27011],[12001],[1],[110028],[302],[],[12],logging_login_as_insured,FR,Lille,2025-11,10,1,7,0,
cc493757-8f90-49a4-a0c2-36223a2c640d,97775215,OK,5749968,Signature électronique d'un mandat sepa,204,90.4.153.240,mobileapp/4.3.0 (ios; build=812; locale=fr-FR),"{""insuredId"": ""97775215"", ""action"": ""Signature \u00e9lectronique d'un mandat sepa""}","{""status"": ""success"", ""reference"": ""REF-921874""}",2025-11-20T10:58:05.000Z,INSURED_ACTIONS,10,MOBILE_IOS,[27011],[12001],[1],[110028],[302],[3],[12],sign_sepa_mandate,FR,Lille,2025-11,10,2,7,0,
b1ad0b22-9375-4a20-9209-20558f0624fd,97775215,OK,5749968,Signature électronique d'un mandat sepa,204,90.4.153.240,mobileapp/4.3.0 (ios; build=812; locale=fr-FR),"{""insuredId"": ""97775215"", ""action"": ""Signature \u00e9lectronique d'un mandat sepa""}","{""status"": ""success"", ""reference"": ""REF-915922""}",2025-11-20T11:01:48.000Z,INSURED_ACTIONS,10,MOBILE_IOS,[27011],[12001],[1],[110028],[302],[],[12],sign_sepa_mandate,FR,Lille,2025-11,10,3,7,0,
46056c8c-863f-4fef-a993-ff70acb52634,97775215,OK,5749968,Signature électronique d'un mandat sepa,200,90.4.153.240,mobileapp/4.3.0 (ios; build=812; locale=fr-FR),"{""insuredId"": ""97775215"", ""action"": ""Signature \u00e9lectronique d'un mandat sepa""}","{""status"": ""success"", ""reference"": ""REF-640970""}",2025-11-20T11:12:27.000Z,INSURED_ACTIONS,10,MOBILE_IOS,[27011],[12001],[1],[110028],[302],[],[12],sign_sepa_mandate,FR,Lille,2025-11,10,4,7,0,
f588a8f1-d878-473f-a309-7549484dfd35,97775215,OK,5749968,Changer l'organisme de rattachement sécu. Social,204,90.4.153.240,mobileapp/4.3.0 (ios; build=812; locale=fr-FR),"{""insuredId"": ""97775215"", ""action"": ""Changer l'organisme de rattachement s\u00e9cu. Social""}","{""status"": ""success"", ""reference"": ""REF-127965""}",2025-11-20T11:23:39.000Z,OPEN_ACTIONS,10,MOBILE_IOS,[27011],[12001],[1],[110028],[],[3],[12],change_social_security_provider,FR,Lille,2025-11,10,5,7,0,
