sessionId,insuredId,primary_anomaly_type,ensembleRiskScore,anomaly_prob,churn_prob,totalKOs,ipChanged,deviceChanged,maxDownloadsIn2Minutes,pingPongCount
3403030-7464-76,37787464,unusual_hour,55.021946770617426,0.99981636,0.0019529251700680273,3,0,0,1,0
1277529-6054-79,83006054,rapid_fire,54.998355865478516,0.9999589,0.0,4,0,0,1,0
4913509-1807-86,20101807,distributed_brute_force,54.99799728393555,0.99994993,1.0,2,0,0,0,0
906575-5867-70,82425867,rapid_fire,54.99791717529297,0.9999479,0.0,4,0,0,2,0
6802899-7034-76,68217034,distributed_brute_force,54.99776840209961,0.9999442,1.0,2,0,0,0,0
3133768-4442-80,25474442,distributed_brute_force,54.997581481933594,0.99993956,1.0,2,0,0,0,0
4192248-7286-87,55537286,rapid_fire,54.99748992919922,0.9999373,0.0,4,0,0,0,0
7870832-0667-86,65770667,rapid_fire,54.99744415283203,0.9999361,0.0,4,0,0,0,0
321503-4323-94,74584323,skip_login,54.99720001220703,0.99993,0.0,3,0,0,0,0
7060303-4123-81,20704123,zombie_session,54.99719731410019,0.9999354,0.9999855785897526,2,0,0,1,0
6658752-1072-80,39331072,zombie_session,54.997121070165264,0.9999597,0.9999153914940907,2,0,0,1,0
3570166-2826-82,22222826,unusual_hour,54.99710464477539,0.99992764,0.0,5,0,0,1,0
4045295-0651-86,43510651,skip_login,54.99699020385742,0.9999248,0.0,3,0,0,0,0
9980721-9542-79,17679542,rapid_fire,54.99657440185547,0.9999144,0.0,3,0,0,1,0
6901570-4900-89,93774900,zombie_session,54.99651398946621,0.99993324,0.9999456185034762,2,0,0,1,0
3289652-9697-95,52669697,impossible_seq,54.996490478515625,0.99991226,0.0,3,0,0,1,0
1111015-8669-91,11358669,distributed_brute_force,54.99645130845903,0.9999237,0.9999668710847687,2,0,0,0,0
8661456-3826-79,10153826,impossible_seq,54.996437072753906,0.99991095,0.0,3,0,0,1,0
5015481-6510-91,16886510,zombie_session,54.996429491469,0.9999422,0.9999160798674646,2,0,0,1,0
368683-0667-78,65770667,zombie_session,54.99619100347803,0.9999212,0.9999561295612956,2,0,0,1,0
4778067-7570-88,76017570,distributed_brute_force,54.99613087388872,0.9999157,0.9999668710847687,2,0,0,0,0
9371046-4366-83,76114366,impossible_seq,54.996063232421875,0.99990153,0.0,3,0,0,1,0
484852-4323-83,74584323,impossible_seq,54.99564743041992,0.99989116,0.0,3,0,0,1,0
2990706-2798-85,37632798,zombie_session,54.99561915017007,0.9998956,0.999986416245062,2,0,0,1,0
2325054-6730-79,35396730,rapid_fire,54.99538040161133,0.9998845,0.0,3,0,0,0,0
6165368-4550-76,42954550,unusual_hour,54.99535369873047,0.9998839,0.0,4,0,0,1,0
9468196-1104-83,37941104,impossible_seq,54.99524688720703,0.99988115,0.0,3,0,0,1,0
8557632-5441-89,49965441,zombie_session,54.994681935566,0.9999418,0.9998005933932019,2,0,0,1,0
7113881-2080-83,44102080,ping_pong_loop,54.99424362182617,0.9998561,0.0,2,0,0,3,4
511096-9065-74,27499065,unusual_hour,54.99418258666992,0.99985456,0.0,3,0,0,1,0
1173116-4442-79,25474442,impossible_seq,54.993934631347656,0.99984837,0.0,3,0,0,2,1
9441646-8377-90,90588377,ping_pong_loop,54.99372482299805,0.9998431,0.0,2,0,0,3,5
4055344-8422-79,38848422,ping_pong_loop,54.99363708496094,0.999841,0.0,2,0,0,3,4
6060580-8451-84,59358451,ping_pong_loop,54.99362564086914,0.9998406,0.0,2,0,0,5,8
8059655-4484-83,95874484,ping_pong_loop,54.99358367919922,0.99983954,0.0,2,0,0,4,7
4753395-8718-76,32908718,ping_pong_loop,54.99355697631836,0.99983895,0.0,2,0,0,3,5
8348661-0667-75,65770667,zombie_session,54.993229249480684,0.99995315,0.9996734843892071,1,0,0,1,0
850933-0667-84,65770667,rapid_fire,54.99309158325195,0.9998273,0.0,3,0,0,1,0
6702246-4950-78,11324950,zombie_session,54.99303564482746,0.9998473,0.9999428650099813,2,0,0,1,0
4215026-8718-89,32908718,repeated_fail,54.99222183227539,0.9998055,0.0,5,0,0,0,0
878896-5178-87,88325178,ping_pong_loop,54.99165344238281,0.9997913,0.0,2,0,0,3,4
4429476-7387-81,64077387,impossible_seq,54.99146270751953,0.99978656,0.0,3,0,0,1,0
4259703-6510-75,16886510,repeated_fail,54.990684509277344,0.9997671,0.0,5,0,0,0,1
9079900-0324-71,48100324,repeated_fail,54.98955154418945,0.99973875,0.0,4,0,0,0,0
8298993-9061-89,55149061,ping_pong_loop,54.98905944824219,0.9997265,0.0,1,0,0,3,4
2447058-5319-76,29595319,repeated_fail,54.98870086669922,0.99971753,0.0,4,0,0,0,0
7313274-8669-92,11358669,repeated_fail,54.98839569091797,0.9997099,0.0,5,0,0,0,0
8319835-8936-82,37428936,repeated_fail,54.987796783447266,0.99969494,0.0,4,0,0,0,0
6399710-1545-92,64011545,repeated_fail,54.98756790161133,0.9996892,0.0,4,0,0,0,0
7101144-1104-76,37941104,ping_pong_loop,54.98756408691406,0.9996891,0.0,1,0,0,0,4
9897541-6518-86,89116518,repeated_fail,54.987159729003906,0.99967897,0.0,4,0,0,0,0
4403330-4550-82,42954550,repeated_fail,54.986263275146484,0.99965656,0.0,4,0,0,0,1
6512509-0682-88,82890682,repeated_fail,54.984371185302734,0.9996093,0.0,4,0,0,0,0
8088329-7304-87,31547304,repeated_fail,54.98265075683594,0.99956626,0.0,5,0,0,0,0
1324947-2826-83,22222826,repeated_fail,54.9813232421875,0.99953306,0.0,4,0,0,0,0
5421456-4578-83,68904578,repeated_fail,54.980831146240234,0.9995208,0.0,6,0,0,0,0
6415877-7286-82,55537286,repeated_fail,54.98052215576172,0.99951303,0.0,4,0,0,0,0
1002731-5386-73,90485386,repeated_fail,54.979698181152344,0.9994924,0.0,6,0,0,0,1
1221723-1274-84,12801274,repeated_fail,54.979183197021484,0.9994796,0.0,4,0,0,0,0
476996-4999-76,26094999,repeated_fail,54.97766876220703,0.9994417,0.0,4,0,0,0,0
5534858-9031-76,66369031,impossible_seq,54.97543716430664,0.99938595,0.0,3,0,0,1,0
9299131-8377-91,90588377,repeated_fail,54.975093841552734,0.9993773,0.0,5,0,0,0,0
7175761-6260-82,11176260,repeated_fail,54.97269058227539,0.9993173,0.0,6,0,0,0,0
1496858-9232-86,26009232,repeated_fail,54.97080612182617,0.99927014,0.0,5,0,0,0,1
2194680-3444-80,86943444,repeated_fail,54.97071838378906,0.999268,0.0,5,0,0,0,0
4987073-4493-75,53384493,zombie_session,54.96688077789956,0.9999329,0.9979710883183038,2,0,0,1,0
4417262-8492-87,98228492,distributed_brute_force,54.96645130845903,0.9999237,0.9979668710847687,2,0,0,0,0
4550459-5122-80,84015122,zombie_session,54.95837421440649,0.9997149,0.9979850896355629,1,0,0,1,0
7507483-0257-73,60630257,zombie_session,54.95632201192181,0.9999205,0.9973002312960897,0,0,0,1,0
2365835-7235-89,86187235,zombie_session,54.93039432975738,0.99996316,0.9954577868601271,1,0,0,0,0
2535041-4974-83,59884974,zombie_session,54.926497082889185,0.9996643,0.9959949878176122,1,0,0,1,0
2946376-5867-81,82425867,zombie_session,54.905805337915936,0.9999361,0.9938907456722601,1,0,0,1,0
1917520-7366-82,18527366,distributed_brute_force,54.90543546685958,0.99989593,0.993973153438425,2,0,0,0,0
5509533-9442-78,25209442,distributed_brute_force,54.90542020807052,0.9998956,0.993973153438425,2,0,0,0,0
8359125-0659-86,76490659,zombie_session,54.89114946287113,0.9997211,0.9934869091783874,1,0,0,1,0
9765100-1665-87,52741665,zombie_session,54.83696013701501,0.99979085,0.9896883845412351,1,0,0,0,0
1168138-0788-75,22270788,zombie_session,54.798960842290526,0.9995173,0.9878844683434569,1,0,0,1,0
3627234-8936-75,37428936,zombie_session,54.776915852463496,0.99979454,0.98567551402491,2,0,0,0,0
7078461-8990-78,25358990,zombie_session,54.75384719087143,0.99989736,0.983863453675283,2,0,0,1,0
4429405-6730-75,35396730,zombie_session,54.736342096750356,0.99951124,0.9837261613491124,1,0,0,1,0
1325977-4900-85,93774900,zombie_session,54.72078855103376,0.9997844,0.9819609054367561,2,0,0,1,0
2999617-8614-88,31638614,distributed_brute_force,54.69501976467045,0.99990666,0.9799169568862328,2,0,0,0,0
874861-4950-84,11324950,zombie_session,54.687206039443396,0.99977523,0.9797464853932317,2,0,0,0,0
3111076-3163-81,69523163,zombie_session,54.63834146321525,0.9996057,0.9769407614474228,0,0,0,1,0
7350029-1072-85,39331072,zombie_session,54.610029005087355,0.99969614,0.9748121753717092,0,0,0,1,0
2740221-3826-78,10153826,distributed_brute_force,54.54493499169465,0.9999558,0.969780334081727,2,0,0,0,0
6873845-5441-70,49965441,zombie_session,54.40935966094538,0.99991083,0.9608617601925823,0,0,0,0,0
6729605-8377-82,90588377,skip_login,41.09221080886318,0.999708,0.07359276079270173,2,0,0,0,0
9088756-5543-81,44445543,skip_login,40.40619089717233,0.9997042,0.02786827253935329,1,0,0,0,0
5982995-6968-91,14296968,impossible_seq,40.205991007395205,0.9991924,0.015886257589367764,2,0,0,0,0
8218545-1665-74,52741665,impossible_seq,40.07865252087789,0.9997422,0.005930909839124681,2,0,0,2,0
1297871-6533-90,84346533,impossible_seq,40.07664395026244,0.99972755,0.00583616935668851,1,0,0,1,0
7587116-6953-90,84526953,impossible_seq,40.07661780822086,0.9996761,0.005971501342328079,1,0,0,0,0
4072333-7724-81,73967724,unusual_hour,40.06738654698923,0.99948055,0.0058776801996729185,0,0,0,0,0
2111373-9559-83,46409559,impossible_seq,40.05642944335938,0.9999107,0.004,2,0,0,2,0
8447420-5947-81,10045947,skip_login,40.04811252681115,0.9997168,0.003962557532852993,2,0,0,0,0
5852371-6424-81,59396424,unusual_hour,40.04707476894452,0.9996872,0.003972465065051284,0,0,0,1,0
5970441-9230-89,97899230,unusual_hour,40.040196640691796,0.99952054,0.003958462569557037,0,0,0,0,0
2755931-7890-78,51497890,impossible_seq,40.02483264741091,0.9998758,0.0019866255500502407,2,0,0,2,0
6142042-3734-77,46443734,impossible_seq,40.02394262045831,0.9998884,0.0018937210839391938,1,0,0,0,0
9000277-4900-79,93774900,skip_login,40.02268557470337,0.99982256,0.0019856484209796513,0,0,0,0,0
4875243-4932-81,84324932,rapid_fire,40.022088317871095,0.9998022,0.002,2,0,0,0,0
8189013-8990-87,25358990,impossible_seq,40.0198731790226,0.9997577,0.0019710883183038483,1,0,0,2,0
6801144-4900-84,93774900,unusual_hour,40.01948462373534,0.99975926,0.0019408613089182773,2,0,0,2,0
4488353-5543-89,44445543,skip_login,40.019406278549454,0.99974066,0.0019852293609791617,2,0,0,0,1
3585633-1807-90,20101807,skip_login,40.018061019039834,0.99973434,0.0019125843747911516,0,0,0,0,0
9983410-8964-91,22978964,impossible_seq,40.01790395468682,0.99973744,0.0018937210839391938,2,0,0,0,0
9360716-8910-91,75168910,impossible_seq,40.01742285302462,0.99969554,0.001973291113099745,2,0,0,1,0
8453867-6250-79,87156250,skip_login,40.01443301175532,0.99961436,0.0019906431665006833,2,0,0,0,0
2553361-7689-80,70937689,impossible_seq,40.0104852090519,0.9995229,0.0019710883183038483,1,0,0,1,0
2321371-1632-72,97381632,rapid_fire,39.996192932128906,0.9999049,0.0,2,0,0,1,0
7890076-9230-75,97899230,rapid_fire,39.995723724365234,0.99989307,0.0,2,0,0,0,0
8255899-0324-85,48100324,impossible_seq,39.99534606933594,0.99988365,0.0,2,0,0,1,0
401398-6274-73,19536274,rapid_fire,39.995338439941406,0.9998834,0.0,2,0,0,0,0
9595937-1729-82,77221729,rapid_fire,39.995304107666016,0.9998826,0.0,0,0,0,0,0
8345589-8492-90,98228492,rapid_fire,39.99505615234375,0.9998764,0.0,2,0,0,1,0
9346457-8467-84,34798467,rapid_fire,39.99504089355469,0.999876,0.0,0,0,0,1,0
3794637-9697-83,52669697,rapid_fire,39.99443817138672,0.999861,0.0,1,0,0,0,0
693554-5867-74,82425867,rapid_fire,39.99365997314453,0.99984145,0.0,1,0,0,1,0
3565732-4154-75,34034154,rapid_fire,39.99311065673828,0.99982774,0.0,2,0,0,0,0
7462006-7622-73,10437622,rapid_fire,39.992610931396484,0.9998153,0.0,1,0,0,1,0
6260071-9542-89,17679542,rapid_fire,39.99233627319336,0.9998084,0.0,1,0,0,0,0
5560614-7738-75,58497738,skip_login,39.99226760864258,0.9998067,0.0,2,0,0,0,1
8328253-5319-80,29595319,skip_login,39.9920539855957,0.99980134,0.0,0,0,0,0,0
4731870-6729-85,91586729,rapid_fire,39.99199676513672,0.9997999,0.0,1,0,0,1,0
564230-4550-69,42954550,rapid_fire,39.99188995361328,0.9997973,0.0,0,0,0,0,0
6892268-9172-74,76949172,rapid_fire,39.99188995361328,0.9997973,0.0,1,0,0,1,0
6790144-4218-88,66254218,skip_login,39.99176788330078,0.9997942,0.0,0,0,0,0,0
6233490-5252-77,55915252,skip_login,39.991737365722656,0.99979347,0.0,2,0,0,0,0
1929514-4950-87,11324950,rapid_fire,39.9916877746582,0.99979216,0.0,1,0,0,1,0
