sessionId,insuredId,persona,countryCode,city,month,sessionNumber,sessionStart,sessionEnd,startHour,endHour,dayOfWeek,isWeekend,firstAction,lastAction,firstRoute,lastRoute,totalEvents,totalDurationSeconds,avgInterActionSeconds,minInterActionSeconds,maxInterActionSeconds,uniqueActions,uniqueRoutes,uniqueIpsUsed,uniqueDevicesUsed,totalKOs,totalOKs,longestKoStreak,hasLogin,hasLogout,ipChanged,deviceChanged,totalDownloadActions,maxDownloadsIn2Minutes,pingPongCount,riskScoreMax,riskScoreAvg,endedAbruptly,is_anomaly,anomaly_event_count,primary_anomaly_type,anomaly_types,campaignIds,actionSequenceSignature,routeSequenceSignature
9587033-6729-3,91586729,self_service,FR,Lyon,2025-01,3,2025-01-01T10:26:44.000Z,2025-01-01T10:28:09.000Z,10,10,2,0,Connexion SSO,SSO Disconnect,login,logout,12,85,7.73,4,12,4,4,1,1,5,7,4,1,1,0,0,0,0,8,55,35.42,0,1,12,ping_pong_loop,"[""ping_pong_loop""]",[],Connexion SSO > Contactez nous : via message (Mes prises en charge/devis) > Partager un justificatif du PACS > Contactez nous : via message (Mes prises en charge/devis) > Partager un justificatif du PACS > Contactez nous : via message (Mes prises en charge/devis) > Partager un justificatif du PACS > Contactez nous : via message (Mes prises en charge/devis) > Partager un justificatif du PACS > Contactez nous : via message (Mes prises en charge/devis) > Partager un justificatif du PACS > SSO Disconnect,login > contact_general > documents > contact_general > documents > contact_general > documents > contact_general > documents > contact_general > documents > logout
5130991-2041-2,26202041,self_service,DE,Berlin,2025-01,2,2025-01-01T10:30:23.000Z,2025-01-01T10:42:12.000Z,10,10,2,0,Connexion,Déconnexion,login,logout,4,709,236.33,23,467,3,3,1,1,0,4,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Envoi d'un document > Envoi d'un document > Déconnexion,login > documents > documents > logout
3440383-7472-8,49677472,admin_delegated,FR,Paris,2025-01,8,2025-01-01T10:41:54.000Z,2025-01-01T10:52:57.000Z,10,10,2,0,Connexion SSO,SSO Disconnect,login,logout,4,663,221.0,25,510,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > SSO Disconnect,login > beneficiaries > beneficiaries > logout
1399732-8525-8,54138525,admin_delegated,FR,Lille,2025-01,8,2025-01-01T10:45:48.000Z,2025-01-01T11:15:17.000Z,10,11,2,0,Connexion,Déconnexion,login,logout,7,1769,294.83,47,508,6,4,1,1,1,6,1,1,1,0,0,0,0,0,10,1.43,0,0,0,normal,[],[],"Connexion > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Changer les coordonnées bancaire > Changer les coordonnées bancaire > Changer l'organisme de rattachement sécu. Social > Déconnexion",login > banking > banking > banking > banking > beneficiaries > logout
5435626-3105-7,67363105,frequent_checker,PT,Braga,2025-01,7,2025-01-01T10:55:02.000Z,2025-01-01T10:57:39.000Z,10,10,2,0,Connexion SSO,SSO Disconnect,login,logout,3,157,78.5,55,102,3,3,1,1,1,2,1,1,1,0,0,1,1,0,10,3.33,0,0,0,normal,[],[],Connexion SSO > Téléchargement de la carte de tiers payant > SSO Disconnect,login > tp_card > logout
7667228-8594-2,17528594,frequent_checker,PT,Braga,2025-01,2,2025-01-01T10:59:34.000Z,2025-01-01T11:06:46.000Z,10,11,2,0,Connexion SSO,SSO Disconnect,login,logout,6,432,86.4,23,116,6,3,1,1,0,6,0,1,1,0,0,4,2,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Renvoi carte TP papier > Téléchargement carte TP > Téléchargement de la carte de tiers payant > Envoi carte TP par mail > SSO Disconnect,login > tp_card > tp_card > tp_card > tp_card > logout
6410555-8377-6,90588377,contact_heavy,FR,Marseille,2025-01,6,2025-01-01T11:50:55.000Z,2025-01-01T12:01:33.000Z,11,12,2,0,Connexion,Déconnexion,login,logout,5,638,159.5,48,308,5,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > demander un renvoi par mail d'échéancier > Envoi d'une réclamation > Déconnexion,login > login > claims > claims > logout
1235288-8723-2,70908723,self_service,FR,Paris,2025-01,2,2025-01-01T12:02:53.000Z,2025-01-01T12:27:18.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,5,1465,366.25,50,518,4,4,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Changer ses informations personnel > Envoi d'un document > Déconnexion,login > personal_info > personal_info > documents > logout
4115815-9715-3,59829715,self_service,FR,Nantes,2025-01,3,2025-01-01T12:16:41.000Z,2025-01-01T12:28:22.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,5,701,175.25,56,397,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Exporter remboursement > Signature électronique d'un mandat sepa > Déconnexion,login > refunds > refunds > banking > logout
2285414-7425-9,18577425,admin_delegated,NL,Amsterdam,2025-01,9,2025-01-01T12:17:27.000Z,2025-01-01T12:52:35.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,9,2108,263.5,36,619,8,4,1,1,0,9,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Ouverture d'un document contractuel > Ouverture d'un document contractuel > Changer l'organisme de rattachement sécu. Social > Signature électronique d'un mandat sepa > Déconnexion,login > login > login > login > documents > documents > beneficiaries > beneficiaries > logout
4069151-6510-2,24846510,frequent_checker,FR,Lyon,2025-01,2,2025-01-01T12:24:41.000Z,2025-01-01T12:27:57.000Z,12,12,2,0,Connexion SSO,SSO Disconnect,login,logout,4,196,65.33,48,97,3,3,1,1,1,3,1,1,1,0,0,2,2,0,10,2.5,0,0,0,normal,[],[],Connexion SSO > Envoi carte TP par mail > Envoi carte TP par mail > SSO Disconnect,login > tp_card > tp_card > logout
4504538-1274-1,12801274,contact_heavy,BE,Liège,2025-01,1,2025-01-01T12:27:30.000Z,2025-01-01T12:49:21.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,5,1311,327.75,37,565,5,4,1,1,1,4,1,1,1,0,0,1,1,0,10,2.0,0,0,0,normal,[],[],Connexion > Envoi d'un document > Envoi d'un message > Contactez nous : via message (Mes remboursements) > Déconnexion,login > documents > contact_general > contact_general > logout
2091277-5764-7,90495764,contact_heavy,ES,Barcelona,2025-01,7,2025-01-01T12:30:34.000Z,2025-01-01T12:56:04.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,7,1530,255.0,27,466,5,4,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion > Validation MFA > Contactez nous : via message (Mon adhésion, Autres) > Contactez nous : via message (Mon adhésion, Autres) > envoi d'une demande de résiliation > envoi d'une demande de résiliation > Déconnexion",login > login > contact_general > contact_general > resiliation > resiliation > logout
8791702-5929-6,90155929,frequent_checker,ES,Valencia,2025-01,6,2025-01-01T12:49:52.000Z,2025-01-01T12:57:37.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,4,465,155.0,35,380,4,3,1,1,1,3,1,1,1,0,0,1,1,0,10,2.5,0,0,0,normal,[],[],Connexion > Validation MFA > Ouverture d'un document contractuel > Déconnexion,login > login > documents > logout
3162370-8594-7,17528594,frequent_checker,PT,Braga,2025-01,7,2025-01-01T12:53:21.000Z,2025-01-01T12:58:24.000Z,12,12,2,0,Connexion,Déconnexion,login,logout,6,303,60.6,36,125,5,4,1,1,0,6,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Exporter remboursement > Téléchargement carte TP > Téléchargement carte TP > Déconnexion,login > login > refunds > tp_card > tp_card > logout
5047254-9031-1,66369031,admin_delegated,DE,Berlin,2025-01,1,2025-01-01T12:57:57.000Z,2025-01-01T13:14:21.000Z,12,13,2,0,Connexion en tant que,SSO Disconnect,login,logout,4,984,328.0,12,504,4,4,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Partager un justificatif du PACS > Changer l'organisme de rattachement sécu. Social > SSO Disconnect,login > documents > beneficiaries > logout
2896567-8525-5,54138525,admin_delegated,FR,Lille,2025-01,5,2025-01-01T14:32:02.000Z,2025-01-01T14:51:01.000Z,14,14,2,0,Connexion en tant que,SSO Disconnect,login,logout,6,1139,227.8,18,344,5,5,1,1,0,6,0,1,1,0,0,1,1,1,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > Signature électronique d'un mandat sepa > Envoi d'un document > SSO Disconnect,login > banking > beneficiaries > beneficiaries > documents > logout
9820257-4876-4,56944876,new_user,FR,Lille,2025-01,4,2025-01-01T14:33:36.000Z,2025-01-01T14:43:56.000Z,14,14,2,0,Connexion,Déconnexion,login,logout,5,620,155.0,19,293,5,3,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Partager un justificatif du PACS > Ouverture d'un document contractuel > Déconnexion,login > login > documents > documents > logout
873571-1632-7,97381632,frequent_checker,FR,Lille,2025-01,7,2025-01-01T14:43:40.000Z,2025-01-01T14:50:02.000Z,14,14,2,0,Connexion SSO,SSO Disconnect,login,logout,3,382,191.0,53,329,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Envoi d'un document > SSO Disconnect,login > documents > logout
9323541-4493-1,53384493,contact_heavy,FR,Bordeaux,2025-01,1,2025-01-01T14:45:17.000Z,2025-01-01T14:57:12.000Z,14,14,2,0,Connexion,Déconnexion,login,logout,5,715,178.75,57,420,5,3,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Envoi d'un document > Partager un justificatif du PACS > Déconnexion,login > login > documents > documents > logout
2359838-6533-7,84346533,contact_heavy,ES,Barcelona,2025-01,7,2025-01-01T15:06:18.000Z,2025-01-01T15:08:26.000Z,15,15,2,0,Connexion SSO,SSO Disconnect,login,logout,3,128,64.0,36,92,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > demander un renvoi par mail d'échéancier > SSO Disconnect,login > claims > logout
4207851-2210-3,36722210,contact_heavy,FR,Lyon,2025-01,3,2025-01-01T15:12:53.000Z,2025-01-01T15:33:47.000Z,15,15,2,0,Connexion SSO,SSO Disconnect,login,logout,4,1254,418.0,43,625,4,4,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Contactez nous : via message (Ma carte tiers-payant) > envoi d'une demande de résiliation > SSO Disconnect,login > contact_general > resiliation > logout
932464-9061-4,55149061,self_service,NL,Amsterdam,2025-01,4,2025-01-01T15:13:51.000Z,2025-01-01T15:27:00.000Z,15,15,2,0,Connexion,Déconnexion,login,logout,6,789,157.8,20,303,3,3,1,1,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Changer ses informations personnel > Changer ses informations personnel > Changer ses informations personnel > Déconnexion,login > personal_info > personal_info > personal_info > personal_info > logout
4065953-7286-5,55537286,self_service,FR,Lyon,2025-01,5,2025-01-01T15:33:51.000Z,2025-01-01T16:08:07.000Z,15,16,2,0,Connexion SSO,SSO Disconnect,login,logout,6,2056,411.2,45,817,5,3,1,1,0,6,0,1,1,0,0,0,0,1,0,0.0,0,0,0,normal,[],[],"Connexion SSO > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire > SSO Disconnect",login > banking > banking > banking > banking > logout
3577467-2130-5,73322130,frequent_checker,FR,Bordeaux,2025-01,5,2025-01-01T17:20:37.000Z,2025-01-01T17:24:56.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,6,259,51.8,15,135,6,3,1,1,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Exporter remboursement > Déconnexion,login > login > login > login > refunds > logout
9633355-9108-2,75559108,frequent_checker,NL,Amsterdam,2025-01,2,2025-01-01T17:21:01.000Z,2025-01-01T17:28:28.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,7,447,74.5,28,176,6,3,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Exporter remboursement > Exporter remboursement > Déconnexion,login > login > login > login > refunds > refunds > logout
3866947-1807-6,20101807,frequent_checker,FR,Lyon,2025-01,6,2025-01-01T17:21:59.000Z,2025-01-01T17:24:03.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,3,124,62.0,58,66,3,3,1,1,1,2,1,1,1,0,0,1,1,0,10,3.33,0,0,0,normal,[],[],Connexion > Téléchargement de la carte de tiers payant > Déconnexion,login > tp_card > logout
5689414-7366-7,18527366,new_user,FR,Lille,2025-01,7,2025-01-01T17:24:51.000Z,2025-01-01T17:29:14.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,4,263,87.67,60,118,4,3,1,1,0,4,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Téléchargement de la carte de tiers payant > Renvoi carte TP papier > Déconnexion,login > tp_card > tp_card > logout
2354832-4575-4,91674575,self_service,FR,Nantes,2025-01,4,2025-01-01T17:27:27.000Z,2025-01-01T17:53:38.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,9,1571,196.38,50,403,9,5,1,1,0,9,0,1,1,0,0,3,2,0,0,0.0,0,0,0,normal,[],[],"Connexion > Validation MFA > Exporter remboursement > Télécharger un décompte > Ouverture d'un document contractuel > Envoi d'un document > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Signature électronique d'un mandat sepa > Déconnexion",login > login > refunds > refunds > documents > documents > banking > banking > logout
6957292-6510-4,24846510,frequent_checker,FR,Lyon,2025-01,4,2025-01-01T17:31:04.000Z,2025-01-01T17:32:20.000Z,17,17,2,0,Connexion SSO,SSO Disconnect,login,logout,3,76,38.0,30,46,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Télécharger le certificat d'adhésion > SSO Disconnect,login > refunds > logout
1756584-2826-4,22222826,admin_delegated,FR,Lyon,2025-01,4,2025-01-01T17:31:53.000Z,2025-01-01T18:14:16.000Z,17,18,2,0,Connexion en tant que,SSO Disconnect,login,logout,7,2543,423.83,34,673,4,3,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > Changer l'organisme de rattachement sécu. Social > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > SSO Disconnect,login > beneficiaries > beneficiaries > beneficiaries > beneficiaries > beneficiaries > logout
9825365-4366-2,76114366,frequent_checker,FR,Toulouse,2025-01,2,2025-01-01T17:41:05.000Z,2025-01-01T17:45:52.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,4,287,95.67,55,128,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Télécharger un décompte > Exporter remboursement > Déconnexion,login > refunds > refunds > logout
5028457-2041-1,26202041,self_service,DE,Berlin,2025-01,1,2025-01-01T17:46:00.000Z,2025-01-01T17:59:38.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,7,818,136.33,48,201,5,5,1,1,1,6,1,1,1,0,0,1,1,0,10,1.43,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Changer ses informations personnel > Exporter remboursement > Exporter remboursement > Envoi d'un document > Déconnexion,login > personal_info > personal_info > refunds > refunds > documents > logout
985884-9737-4,26339737,contact_heavy,FR,Bordeaux,2025-01,4,2025-01-01T17:47:13.000Z,2025-01-01T17:54:47.000Z,17,17,2,0,Connexion,Déconnexion,login,logout,5,454,113.5,25,250,5,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Envoi d'un message > Envoi d'une réclamation > Déconnexion,login > login > contact_general > claims > logout
1913413-8910-4,75168910,frequent_checker,FR,Lyon,2025-01,4,2025-01-01T17:54:26.000Z,2025-01-01T17:56:54.000Z,17,17,2,0,Connexion en tant que,SSO Disconnect,login,logout,4,148,49.33,21,73,4,3,1,1,0,4,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Téléchargement de la carte de tiers payant > Envoi carte TP par mail > SSO Disconnect,login > tp_card > tp_card > logout
1740591-6953-8,84526953,frequent_checker,FR,Bordeaux,2025-01,8,2025-01-01T17:55:35.000Z,2025-01-01T17:58:31.000Z,17,17,2,0,Connexion SSO,SSO Disconnect,login,logout,3,176,88.0,60,116,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Renvoi carte TP papier > SSO Disconnect,login > tp_card > logout
6829129-0842-7,45740842,frequent_checker,ES,Seville,2025-01,7,2025-01-01T17:58:17.000Z,2025-01-01T18:17:52.000Z,17,18,2,0,Connexion,Déconnexion,login,logout,7,1175,195.83,25,506,5,4,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer ses informations personnel > Changer ses informations personnel > Exporter remboursement > Exporter remboursement > Déconnexion,login > login > personal_info > personal_info > refunds > refunds > logout
7706303-1451-2,19911451,new_user,FR,Toulouse,2025-01,2,2025-01-01T17:59:04.000Z,2025-01-01T18:06:58.000Z,17,18,2,0,Connexion,Déconnexion,login,logout,3,474,237.0,10,464,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Déconnexion,login > personal_info > logout
9137442-4323-7,74584323,frequent_checker,FR,Nantes,2025-01,7,2025-01-01T18:10:39.000Z,2025-01-01T18:38:31.000Z,18,18,2,0,Connexion SSO,SSO Disconnect,login,logout,6,1672,334.4,17,508,4,3,1,1,4,2,4,1,1,0,0,0,0,1,25,14.17,0,1,6,repeated_fail,"[""repeated_fail""]",[],"Connexion SSO > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Changer les coordonnées bancaire, changement de RIB pour les remboursements > SSO Disconnect",login > banking > banking > banking > banking > logout
7255454-0842-6,45740842,frequent_checker,ES,Seville,2025-01,6,2025-01-01T18:18:49.000Z,2025-01-01T18:20:28.000Z,18,18,2,0,Connexion en tant que,SSO Disconnect,login,logout,12,99,9.0,7,12,4,4,1,1,6,6,3,1,1,0,0,5,5,8,55,26.25,0,1,12,ping_pong_loop,"[""ping_pong_loop""]",[],Connexion en tant que > Contactez nous : via message (Mes cotisations) > Renvoi carte TP papier > Contactez nous : via message (Mes cotisations) > Renvoi carte TP papier > Contactez nous : via message (Mes cotisations) > Renvoi carte TP papier > Contactez nous : via message (Mes cotisations) > Renvoi carte TP papier > Contactez nous : via message (Mes cotisations) > Renvoi carte TP papier > SSO Disconnect,login > contact_general > tp_card > contact_general > tp_card > contact_general > tp_card > contact_general > tp_card > contact_general > tp_card > logout
8065474-9410-4,34969410,admin_delegated,FR,Nantes,2025-01,4,2025-01-01T18:20:54.000Z,2025-01-01T18:35:45.000Z,18,18,2,0,Connexion en tant que,SSO Disconnect,login,logout,3,891,445.5,37,854,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion en tant que > Changer les coordonnées bancaire, changement de RIB pour les remboursements > SSO Disconnect",login > banking > logout
